#,ADR_USD,hotel_id,city_id,star_rating,accommadation_type_name,chain_hotel,booking_date,checkin_date,checkout_date
268,  41.38 ,"197,996","9,395",3.5,Hotel,non-chain,27/8/2016,22/10/2016,23/10/2016
269,  156.11 ,"96,982","9,395",4,Hotel,chain,27/8/2016,1/10/2016,3/10/2016
270,  20.96 ,"1,130,156","9,395",2.5,Hotel,non-chain,27/8/2016,4/10/2016,6/10/2016
271,  141.47 ,"141,282","9,395",5,Hotel,chain,27/8/2016,11/10/2016,14/10/2016
272,  68.58 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,27/8/2016,7/10/2016,8/10/2016
273,  126.36 ,"21,272","9,395",4,Hotel,non-chain,27/8/2016,17/10/2016,19/10/2016
274,  126.36 ,"21,272","9,395",4,Hotel,non-chain,27/8/2016,22/10/2016,23/10/2016
275,  44.82 ,"635,588","9,395",3,Hotel,non-chain,27/8/2016,18/10/2016,20/10/2016
276,  78.51 ,"782,884","9,395",3,Hotel,chain,27/8/2016,20/10/2016,22/10/2016
277,  78.51 ,"782,884","9,395",3,Hotel,chain,27/8/2016,20/10/2016,22/10/2016
278,  62.88 ,"21,378","9,395",4,Hotel,non-chain,27/8/2016,26/10/2016,27/10/2016
279,  81.04 ,"782,884","9,395",3,Hotel,chain,27/8/2016,22/10/2016,23/10/2016
280,  138.28 ,"257,678","9,395",4,Hotel,non-chain,28/8/2016,10/10/2016,13/10/2016
281,  165.12 ,"1,853,178","9,395",4,Hotel,non-chain,28/8/2016,22/10/2016,23/10/2016
282,  83.26 ,"495,204","9,395",3,Hotel,non-chain,28/8/2016,1/10/2016,2/10/2016
283,  63.16 ,"297,388","9,395",2.5,Hotel,non-chain,28/8/2016,3/10/2016,5/10/2016
284,  63.16 ,"297,388","9,395",2.5,Hotel,non-chain,28/8/2016,3/10/2016,5/10/2016
285,  49.90 ,"197,996","9,395",3.5,Hotel,non-chain,28/8/2016,19/10/2016,20/10/2016
286,  61.42 ,"197,996","9,395",3.5,Hotel,non-chain,28/8/2016,19/10/2016,20/10/2016
287,  138.00 ,"141,282","9,395",5,Hotel,chain,28/8/2016,5/10/2016,6/10/2016
288,  199.36 ,"2,313,076","9,395",5,Hotel,chain,28/8/2016,9/10/2016,10/10/2016
289,  190.70 ,"180,880","9,395",4,Hotel,non-chain,28/8/2016,21/10/2016,24/10/2016
290,  75.80 ,"2,154,138","9,395",2.5,Hostel,non-chain,28/8/2016,2/10/2016,5/10/2016
291,  143.10 ,"510,678","9,395",5,Hotel,non-chain,28/8/2016,9/10/2016,10/10/2016
292,  87.02 ,"577,502","9,395",3.5,Hotel,non-chain,28/8/2016,9/10/2016,10/10/2016
293,  173.46 ,"96,982","9,395",4,Hotel,chain,28/8/2016,9/10/2016,11/10/2016
294,  123.04 ,"223,080","9,395",3.5,Guest House / Bed & Breakfast,non-chain,28/8/2016,2/10/2016,5/10/2016
295,  49.64 ,"197,996","9,395",3.5,Hotel,non-chain,28/8/2016,1/10/2016,2/10/2016
296,  58.36 ,"198,004","9,395",3,Hotel,non-chain,28/8/2016,14/10/2016,15/10/2016
297,  199.36 ,"2,313,076","9,395",5,Hotel,chain,28/8/2016,11/10/2016,13/10/2016
298,  63.16 ,"297,388","9,395",2.5,Hotel,non-chain,28/8/2016,5/10/2016,6/10/2016
299,  167.40 ,"373,272","9,395",4.5,Hotel,chain,28/8/2016,9/10/2016,11/10/2016
300,  127.70 ,"824,942","9,395",3.5,Serviced Apartment,non-chain,29/8/2016,17/10/2016,18/10/2016
301,  216.83 ,"1,853,178","9,395",4,Hotel,non-chain,29/8/2016,8/10/2016,10/10/2016
302,  79.64 ,"297,388","9,395",2.5,Hotel,non-chain,29/8/2016,14/10/2016,15/10/2016
303,  55.76 ,"197,996","9,395",3.5,Hotel,non-chain,29/8/2016,16/10/2016,17/10/2016
304,  117.72 ,"309,680","9,395",3,Hotel,chain,29/8/2016,20/10/2016,21/10/2016
305,  131.28 ,"373,272","9,395",4.5,Hotel,chain,29/8/2016,9/10/2016,10/10/2016
306,  242.20 ,"509,832","9,395",5,Hotel,non-chain,29/8/2016,6/10/2016,8/10/2016
307,  50.96 ,"197,996","9,395",3.5,Hotel,non-chain,29/8/2016,9/10/2016,10/10/2016
308,  135.99 ,"257,678","9,395",4,Hotel,non-chain,29/8/2016,7/10/2016,10/10/2016
309,  93.88 ,"309,680","9,395",3,Hotel,chain,29/8/2016,5/10/2016,7/10/2016
310,  83.84 ,"331,350","9,395",3,Hotel,non-chain,29/8/2016,23/10/2016,26/10/2016
311,  82.56 ,"331,350","9,395",3,Hotel,non-chain,29/8/2016,28/10/2016,30/10/2016
312,  250.88 ,"21,310","9,395",4,Hotel,chain,29/8/2016,11/10/2016,14/10/2016
313,  26.36 ,"2,398,210","9,395",3,Hostel,non-chain,29/8/2016,2/10/2016,3/10/2016
314,  49.90 ,"197,996","9,395",3.5,Hotel,non-chain,29/8/2016,2/10/2016,3/10/2016
315,  202.37 ,"96,982","9,395",4,Hotel,chain,29/8/2016,8/10/2016,11/10/2016
316,  50.88 ,"2,325,228","9,395",2,Serviced Apartment,non-chain,29/8/2016,28/10/2016,31/10/2016
317,  153.76 ,"257,678","9,395",4,Hotel,non-chain,29/8/2016,3/10/2016,6/10/2016
318,  97.13 ,"331,350","9,395",3,Hotel,non-chain,29/8/2016,12/10/2016,15/10/2016
319,  107.53 ,"331,350","9,395",3,Hotel,non-chain,29/8/2016,12/10/2016,15/10/2016
320,  59.32 ,"297,388","9,395",2.5,Hotel,non-chain,29/8/2016,25/10/2016,28/10/2016
321,  130.22 ,"2,278,874","9,395",4,Hotel,chain,29/8/2016,10/10/2016,11/10/2016
322,  50.74 ,"197,996","9,395",3.5,Hotel,non-chain,29/8/2016,1/10/2016,2/10/2016
323,  82.56 ,"331,350","9,395",3,Hotel,non-chain,29/8/2016,19/10/2016,22/10/2016
324,  359.72 ,"608,654","9,395",4.5,Hotel,non-chain,29/8/2016,4/10/2016,6/10/2016
325,  41.04 ,"197,996","9,395",3.5,Hotel,non-chain,29/8/2016,1/10/2016,2/10/2016
326,  151.44 ,"96,982","9,395",4,Hotel,chain,29/8/2016,8/10/2016,9/10/2016
327,  155.76 ,"1,058,728","9,395",4,Serviced Apartment,non-chain,29/8/2016,3/10/2016,5/10/2016
328,  42.58 ,"197,996","9,395",3.5,Hotel,non-chain,30/8/2016,26/10/2016,27/10/2016
329,  54.42 ,"197,996","9,395",3.5,Hotel,non-chain,30/8/2016,12/10/2016,13/10/2016
330,  74.20 ,"297,388","9,395",2.5,Hotel,non-chain,30/8/2016,28/10/2016,29/10/2016
331,  89.58 ,"600,926","9,395",3,Hotel,non-chain,30/8/2016,27/10/2016,28/10/2016
332,  43.53 ,"373,588","9,395",3,Hotel,non-chain,30/8/2016,2/10/2016,3/10/2016
333,  157.30 ,"1,853,178","9,395",4,Hotel,non-chain,30/8/2016,10/10/2016,12/10/2016
334,  89.80 ,"577,502","9,395",3.5,Hotel,non-chain,30/8/2016,7/10/2016,9/10/2016
335,  44.24 ,"197,996","9,395",3.5,Hotel,non-chain,30/8/2016,26/10/2016,27/10/2016
336,  131.36 ,"373,272","9,395",4.5,Hotel,chain,30/8/2016,6/10/2016,9/10/2016
337,  75.50 ,"216,386","9,395",3,Hotel,chain,30/8/2016,8/10/2016,10/10/2016
338,  136.74 ,"21,360","9,395",4.5,Hotel,chain,30/8/2016,8/10/2016,10/10/2016
339,  89.80 ,"577,502","9,395",3.5,Hotel,non-chain,30/8/2016,28/10/2016,30/10/2016
340,  185.15 ,"96,982","9,395",4,Hotel,chain,30/8/2016,8/10/2016,11/10/2016
341,  143.94 ,"1,853,178","9,395",4,Hotel,non-chain,30/8/2016,9/10/2016,11/10/2016
342,  146.57 ,"373,272","9,395",4.5,Hotel,chain,30/8/2016,3/10/2016,5/10/2016
343,  125.80 ,"179,404","9,395",3.5,Hotel,chain,30/8/2016,21/10/2016,24/10/2016
344,  187.22 ,"1,135,448","9,395",3,Serviced Apartment,non-chain,30/8/2016,25/10/2016,26/10/2016
345,  152.60 ,"475,584","9,395",5,Hotel,chain,30/8/2016,13/10/2016,14/10/2016
346,  57.72 ,"297,388","9,395",2.5,Hotel,non-chain,30/8/2016,3/10/2016,4/10/2016
347,  167.80 ,"1,894,200","9,395",3,Hotel,non-chain,30/8/2016,6/10/2016,8/10/2016
348,  131.36 ,"373,272","9,395",4.5,Hotel,chain,30/8/2016,8/10/2016,10/10/2016
349,  144.58 ,"298,446","9,395",4,Hotel,non-chain,30/8/2016,9/10/2016,12/10/2016
350,  42.58 ,"197,996","9,395",3.5,Hotel,non-chain,30/8/2016,15/10/2016,16/10/2016
351,  173.48 ,"1,853,178","9,395",4,Hotel,non-chain,30/8/2016,3/10/2016,5/10/2016
352,  83.84 ,"331,350","9,395",3,Hotel,non-chain,31/8/2016,10/10/2016,11/10/2016
353,  151.44 ,"96,982","9,395",4,Hotel,chain,31/8/2016,11/10/2016,13/10/2016
354,  122.13 ,"257,678","9,395",4,Hotel,non-chain,31/8/2016,8/10/2016,11/10/2016
355,  106.58 ,"298,322","9,395",3,Hotel,non-chain,31/8/2016,6/10/2016,9/10/2016
356,  44.01 ,"475,894","9,395",3,Serviced Apartment,non-chain,31/8/2016,27/10/2016,30/10/2016
357,  43.20 ,"197,996","9,395",3.5,Hotel,non-chain,31/8/2016,3/10/2016,4/10/2016
358,  41.38 ,"197,996","9,395",3.5,Hotel,non-chain,31/8/2016,29/10/2016,30/10/2016
359,  106.40 ,"542,024","9,395",4,Hotel,non-chain,31/8/2016,9/10/2016,11/10/2016
360,  46.76 ,"2,325,228","9,395",2,Serviced Apartment,non-chain,31/8/2016,22/10/2016,24/10/2016
361,  109.18 ,"21,272","9,395",4,Hotel,non-chain,31/8/2016,12/10/2016,15/10/2016
362,  99.48 ,"373,272","9,395",4.5,Hotel,chain,31/8/2016,21/10/2016,24/10/2016
363,  142.76 ,"2,313,076","9,395",5,Hotel,chain,31/8/2016,6/10/2016,8/10/2016
364,  185.00 ,"180,880","9,395",4,Hotel,non-chain,31/8/2016,6/10/2016,9/10/2016
365,  96.32 ,"331,350","9,395",3,Hotel,non-chain,31/8/2016,22/10/2016,25/10/2016
366,  106.64 ,"331,350","9,395",3,Hotel,non-chain,31/8/2016,22/10/2016,25/10/2016
367,  43.20 ,"197,996","9,395",3.5,Hotel,non-chain,31/8/2016,4/10/2016,5/10/2016
368,  52.32 ,"197,996","9,395",3.5,Hotel,non-chain,31/8/2016,4/10/2016,5/10/2016
369,  100.96 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,31/8/2016,7/10/2016,10/10/2016
370,  106.64 ,"331,350","9,395",3,Hotel,non-chain,31/8/2016,22/10/2016,25/10/2016
371,  68.70 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,31/8/2016,23/10/2016,25/10/2016
372,  67.84 ,"782,884","9,395",3,Hotel,chain,31/8/2016,21/10/2016,24/10/2016
373,  157.98 ,"1,853,178","9,395",4,Hotel,non-chain,31/8/2016,23/10/2016,24/10/2016
374,  246.80 ,"96,982","9,395",4,Hotel,chain,31/8/2016,9/10/2016,11/10/2016
375,  82.56 ,"331,350","9,395",3,Hotel,non-chain,31/8/2016,11/10/2016,13/10/2016
376,  183.96 ,"1,853,178","9,395",4,Hotel,non-chain,31/8/2016,1/10/2016,2/10/2016
377,  53.44 ,"569,328","9,395",3.5,Hotel,non-chain,31/8/2016,8/10/2016,9/10/2016
378,  63.18 ,"297,388","9,395",2.5,Hotel,non-chain,1/9/2016,3/10/2016,6/10/2016
379,  19.37 ,"2,356,648","9,395",3,Hostel,non-chain,1/9/2016,13/10/2016,16/10/2016
380,  111.58 ,"2,278,874","9,395",4,Hotel,chain,1/9/2016,17/10/2016,18/10/2016
381,  127.02 ,"2,240,838","9,395",3.5,Hotel,non-chain,1/9/2016,26/10/2016,27/10/2016
382,  36.38 ,"104,332","9,395",2,Hotel,chain,1/9/2016,27/10/2016,28/10/2016
383,  37.52 ,"2,288,310","9,395",1.5,Hostel,non-chain,1/9/2016,27/10/2016,28/10/2016
384,  82.28 ,"297,388","9,395",2.5,Hotel,non-chain,1/9/2016,10/10/2016,11/10/2016
385,  280.02 ,"96,982","9,395",4,Hotel,chain,1/9/2016,13/10/2016,16/10/2016
386,  136.08 ,"96,982","9,395",4,Hotel,chain,1/9/2016,6/10/2016,9/10/2016
387,  57.60 ,"461,084","9,395",3,Hotel,non-chain,1/9/2016,21/10/2016,24/10/2016
388,  138.08 ,"257,678","9,395",4,Hotel,non-chain,1/9/2016,13/10/2016,16/10/2016
389,  117.92 ,"297,388","9,395",2.5,Hotel,non-chain,1/9/2016,19/10/2016,22/10/2016
390,  173.12 ,"1,853,178","9,395",4,Hotel,non-chain,1/9/2016,4/10/2016,5/10/2016
391,  165.54 ,"1,861,318","9,395",5,Hotel,non-chain,1/9/2016,29/10/2016,1/11/2016
392,  51.00 ,"297,388","9,395",2.5,Hotel,non-chain,1/9/2016,25/10/2016,26/10/2016
393,  41.84 ,"197,996","9,395",3.5,Hotel,non-chain,1/9/2016,14/10/2016,15/10/2016
394,  26.16 ,"814,980","9,395",1.5,Guest House / Bed & Breakfast,non-chain,1/9/2016,26/10/2016,28/10/2016
395,  234.98 ,"1,861,318","9,395",5,Hotel,non-chain,1/9/2016,1/10/2016,2/10/2016
396,  118.50 ,"298,322","9,395",3,Hotel,non-chain,1/9/2016,13/10/2016,14/10/2016
397,  118.50 ,"298,322","9,395",3,Hotel,non-chain,1/9/2016,16/10/2016,17/10/2016
398,  51.00 ,"297,388","9,395",2.5,Hotel,non-chain,1/9/2016,25/10/2016,26/10/2016
399,  187.38 ,"2,313,076","9,395",5,Hotel,chain,1/9/2016,22/10/2016,25/10/2016
400,  46.48 ,"197,996","9,395",3.5,Hotel,non-chain,1/9/2016,7/10/2016,8/10/2016
401,  56.52 ,"197,996","9,395",3.5,Hotel,non-chain,1/9/2016,16/10/2016,17/10/2016
402,  448.04 ,"96,982","9,395",4,Hotel,chain,1/9/2016,11/10/2016,12/10/2016
403,  40.46 ,"197,996","9,395",3.5,Hotel,non-chain,1/9/2016,3/10/2016,4/10/2016
404,  69.70 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,1/9/2016,20/10/2016,23/10/2016
405,  50.88 ,"197,996","9,395",3.5,Hotel,non-chain,1/9/2016,19/10/2016,20/10/2016
406,  210.88 ,"2,313,076","9,395",5,Hotel,chain,1/9/2016,21/10/2016,22/10/2016
407,  80.92 ,"782,884","9,395",3,Hotel,chain,1/9/2016,22/10/2016,23/10/2016
408,  167.46 ,"1,894,200","9,395",3,Hotel,non-chain,1/9/2016,7/10/2016,9/10/2016
409,  146.54 ,"96,982","9,395",4,Hotel,chain,1/9/2016,3/10/2016,4/10/2016
410,  110.68 ,"21,272","9,395",4,Hotel,non-chain,1/9/2016,20/10/2016,21/10/2016
411,  98.80 ,"152,820","9,395",4,Hotel,non-chain,1/9/2016,26/10/2016,28/10/2016
412,  50.88 ,"197,996","9,395",3.5,Hotel,non-chain,1/9/2016,4/10/2016,5/10/2016
413,  64.74 ,"2,356,648","9,395",3,Hostel,non-chain,1/9/2016,28/10/2016,29/10/2016
414,  66.64 ,"373,588","9,395",3,Hotel,non-chain,1/9/2016,18/10/2016,19/10/2016
415,  52.10 ,"461,084","9,395",3,Hotel,non-chain,1/9/2016,10/10/2016,13/10/2016
416,  21.10 ,"2,356,648","9,395",3,Hostel,non-chain,1/9/2016,27/10/2016,28/10/2016
417,  155.88 ,"96,982","9,395",4,Hotel,chain,1/9/2016,2/10/2016,3/10/2016
418,  117.84 ,"461,164","9,395",4,Hotel,chain,2/9/2016,3/10/2016,6/10/2016
419,  120.24 ,"461,164","9,395",4,Hotel,chain,2/9/2016,11/10/2016,13/10/2016
420,  83.84 ,"577,502","9,395",3.5,Hotel,non-chain,2/9/2016,6/10/2016,7/10/2016
421,  128.94 ,"309,680","9,395",3,Hotel,chain,2/9/2016,14/10/2016,15/10/2016
422,  144.40 ,"297,356","9,395",3,Hotel,non-chain,2/9/2016,5/10/2016,8/10/2016
423,  80.86 ,"577,502","9,395",3.5,Hotel,non-chain,2/9/2016,3/10/2016,5/10/2016
424,  118.68 ,"298,322","9,395",3,Hotel,non-chain,2/9/2016,17/10/2016,19/10/2016
425,  178.94 ,"21,294","9,395",4,Hotel,chain,2/9/2016,31/10/2016,3/11/2016
426,  41.90 ,"197,996","9,395",3.5,Hotel,non-chain,2/9/2016,15/10/2016,16/10/2016
427,  36.24 ,"635,588","9,395",3,Hotel,non-chain,2/9/2016,3/10/2016,6/10/2016
428,  61.14 ,"373,588","9,395",3,Hotel,non-chain,2/9/2016,7/10/2016,9/10/2016
429,  57.64 ,"924,698","9,395",3,Hotel,non-chain,2/9/2016,4/10/2016,7/10/2016
430,  115.82 ,"21,272","9,395",4,Hotel,non-chain,2/9/2016,20/10/2016,22/10/2016
431,  59.14 ,"198,004","9,395",3,Hotel,non-chain,2/9/2016,1/10/2016,2/10/2016
432,  131.66 ,"21,272","9,395",4,Hotel,non-chain,2/9/2016,5/10/2016,6/10/2016
433,  61.78 ,"782,884","9,395",3,Hotel,chain,2/9/2016,1/11/2016,3/11/2016
434,  118.68 ,"461,164","9,395",4,Hotel,chain,2/9/2016,31/10/2016,3/11/2016
435,  87.72 ,"331,350","9,395",3,Hotel,non-chain,2/9/2016,29/10/2016,31/10/2016
436,  392.60 ,"96,982","9,395",4,Hotel,chain,3/9/2016,2/10/2016,3/10/2016
437,  392.60 ,"96,982","9,395",4,Hotel,chain,3/9/2016,6/10/2016,7/10/2016
438,  297.64 ,"679,868","9,395",4,Guest House / Bed & Breakfast,non-chain,3/9/2016,2/10/2016,5/10/2016
439,  82.56 ,"577,502","9,395",3.5,Hotel,non-chain,3/9/2016,14/10/2016,16/10/2016
440,  73.36 ,"1,129,580","9,395",2.5,Hostel,non-chain,3/9/2016,1/11/2016,2/11/2016
441,  74.00 ,"474,060","9,395",3,Hotel,chain,3/9/2016,9/10/2016,10/10/2016
442,  41.28 ,"1,137,582","9,395",2,Hostel,non-chain,3/9/2016,13/10/2016,15/10/2016
443,  173.04 ,"180,880","9,395",4,Hotel,non-chain,3/9/2016,5/10/2016,6/10/2016
444,  169.06 ,"180,880","9,395",4,Hotel,non-chain,3/9/2016,14/10/2016,16/10/2016
445,  57.52 ,"197,996","9,395",3.5,Hotel,non-chain,3/9/2016,18/10/2016,19/10/2016
446,  59.08 ,"198,004","9,395",3,Hotel,non-chain,3/9/2016,29/10/2016,1/11/2016
447,  73.94 ,"1,058,728","9,395",4,Serviced Apartment,non-chain,3/9/2016,13/10/2016,15/10/2016
448,  103.20 ,"152,820","9,395",4,Hotel,non-chain,3/9/2016,5/10/2016,6/10/2016
449,  78.32 ,"152,820","9,395",4,Hotel,non-chain,3/9/2016,10/10/2016,11/10/2016
450,  157.90 ,"2,313,076","9,395",5,Hotel,chain,3/9/2016,8/10/2016,9/10/2016
451,  59.08 ,"198,004","9,395",3,Hotel,non-chain,3/9/2016,12/10/2016,13/10/2016
452,  121.48 ,"461,164","9,395",4,Hotel,chain,3/9/2016,28/10/2016,29/10/2016
453,  136.67 ,"1,991,354","9,395",4,Serviced Apartment,non-chain,3/9/2016,12/10/2016,15/10/2016
454,  49.90 ,"197,996","9,395",3.5,Hotel,non-chain,3/9/2016,2/10/2016,3/10/2016
455,  41.90 ,"197,996","9,395",3.5,Hotel,non-chain,3/9/2016,15/10/2016,16/10/2016
456,  56.08 ,"1,930,960","9,395",3,Hotel,non-chain,3/9/2016,7/10/2016,10/10/2016
457,  85.86 ,"782,884","9,395",3,Hotel,chain,3/9/2016,2/10/2016,3/10/2016
458,  129.02 ,"21,272","9,395",4,Hotel,non-chain,3/9/2016,21/10/2016,24/10/2016
459,  59.08 ,"198,004","9,395",3,Hotel,non-chain,3/9/2016,28/10/2016,30/10/2016
460,  115.64 ,"2,240,838","9,395",3.5,Hotel,non-chain,4/9/2016,11/10/2016,12/10/2016
461,  84.12 ,"348,814","9,395",3.5,Hotel,non-chain,4/9/2016,3/10/2016,5/10/2016
462,  42.54 ,"197,996","9,395",3.5,Hotel,non-chain,4/9/2016,22/10/2016,23/10/2016
463,  127.20 ,"2,240,838","9,395",3.5,Hotel,non-chain,4/9/2016,6/10/2016,7/10/2016
464,  57.98 ,"782,884","9,395",3,Hotel,chain,4/9/2016,3/11/2016,4/11/2016
465,  146.38 ,"96,982","9,395",4,Hotel,chain,4/9/2016,6/10/2016,8/10/2016
466,  55.88 ,"197,996","9,395",3.5,Hotel,non-chain,4/9/2016,27/10/2016,28/10/2016
467,  97.46 ,"180,166","9,395",4,Hotel,chain,4/9/2016,1/10/2016,4/10/2016
468,  100.06 ,"542,024","9,395",4,Hotel,non-chain,4/9/2016,1/10/2016,2/10/2016
469,  44.22 ,"197,996","9,395",3.5,Hotel,non-chain,4/9/2016,2/11/2016,3/11/2016
470,  95.15 ,"525,010","9,395",3,Hotel,non-chain,4/9/2016,1/10/2016,4/10/2016
471,  132.62 ,"373,272","9,395",4.5,Hotel,chain,4/9/2016,1/10/2016,3/10/2016
472,  150.80 ,"2,313,076","9,395",5,Hotel,chain,4/9/2016,6/10/2016,8/10/2016
473,  145.21 ,"21,272","9,395",4,Hotel,non-chain,4/9/2016,31/10/2016,2/11/2016
474,  139.18 ,"2,313,076","9,395",5,Hotel,chain,4/9/2016,29/10/2016,30/10/2016
475,  84.12 ,"1,561,120","9,395",3,Hotel,non-chain,4/9/2016,14/10/2016,16/10/2016
476,  151.36 ,"298,446","9,395",4,Hotel,non-chain,4/9/2016,1/10/2016,4/10/2016
477,  121.92 ,"21,272","9,395",4,Hotel,non-chain,4/9/2016,9/10/2016,11/10/2016
478,  46.06 ,"2,325,228","9,395",2,Serviced Apartment,non-chain,4/9/2016,15/10/2016,17/10/2016
479,  80.94 ,"152,820","9,395",4,Hotel,non-chain,4/9/2016,2/10/2016,3/10/2016
480,  84.12 ,"1,561,120","9,395",3,Hotel,non-chain,4/9/2016,15/10/2016,17/10/2016
481,  117.84 ,"373,272","9,395",4.5,Hotel,chain,4/9/2016,6/10/2016,9/10/2016
482,  116.04 ,"373,272","9,395",4.5,Hotel,chain,4/9/2016,27/10/2016,29/10/2016
483,  74.12 ,"309,680","9,395",3,Hotel,chain,4/9/2016,24/10/2016,27/10/2016
484,  71.22 ,"474,060","9,395",3,Hotel,chain,4/9/2016,9/10/2016,10/10/2016
485,  251.96 ,"180,052","9,395",5,Hotel,chain,4/9/2016,2/10/2016,4/10/2016
486,  79.64 ,"297,388","9,395",2.5,Hotel,non-chain,5/9/2016,31/10/2016,2/11/2016
487,  79.64 ,"297,388","9,395",2.5,Hotel,non-chain,5/9/2016,4/10/2016,5/10/2016
488,  35.60 ,"363,556","9,395",3,Hotel,non-chain,5/9/2016,4/10/2016,5/10/2016
489,  63.16 ,"297,388","9,395",2.5,Hotel,non-chain,5/9/2016,1/10/2016,3/10/2016
490,  43.78 ,"197,996","9,395",3.5,Hotel,non-chain,5/9/2016,8/10/2016,9/10/2016
491,  175.73 ,"373,272","9,395",4.5,Hotel,chain,5/9/2016,14/10/2016,16/10/2016
492,  92.68 ,"866,630","9,395",3.5,Serviced Apartment,non-chain,5/9/2016,7/10/2016,8/10/2016
493,  52.82 ,"197,996","9,395",3.5,Hotel,non-chain,5/9/2016,22/10/2016,24/10/2016
494,  92.16 ,"297,388","9,395",2.5,Hotel,non-chain,5/9/2016,20/10/2016,21/10/2016
495,  44.24 ,"197,996","9,395",3.5,Hotel,non-chain,5/9/2016,7/10/2016,8/10/2016
496,  133.37 ,"1,991,354","9,395",4,Serviced Apartment,non-chain,5/9/2016,12/10/2016,15/10/2016
497,  67.30 ,"601,910","9,395",3.5,Hotel,non-chain,5/9/2016,2/10/2016,3/10/2016
498,  174.48 ,"148,724","9,395",4,Hotel,chain,5/9/2016,18/10/2016,19/10/2016
499,  59.24 ,"197,996","9,395",3.5,Hotel,non-chain,5/9/2016,22/10/2016,23/10/2016
500,  52.76 ,"197,996","9,395",3.5,Hotel,non-chain,5/9/2016,23/10/2016,24/10/2016
501,  228.74 ,"577,502","9,395",3.5,Hotel,non-chain,5/9/2016,3/10/2016,4/10/2016
502,  40.44 ,"2,154,856","9,395",2,Guest House / Bed & Breakfast,non-chain,5/9/2016,10/10/2016,11/10/2016
503,  59.32 ,"601,910","9,395",3.5,Hotel,non-chain,5/9/2016,16/10/2016,17/10/2016
504,  106.46 ,"21,272","9,395",4,Hotel,non-chain,5/9/2016,29/10/2016,31/10/2016
505,  182.70 ,"1,861,318","9,395",5,Hotel,non-chain,5/9/2016,4/10/2016,5/10/2016
506,  167.84 ,"1,861,318","9,395",5,Hotel,non-chain,5/9/2016,5/10/2016,6/10/2016
507,  173.30 ,"96,982","9,395",4,Hotel,chain,5/9/2016,2/10/2016,3/10/2016
508,  165.80 ,"2,313,076","9,395",5,Hotel,chain,5/9/2016,28/10/2016,30/10/2016
509,  44.08 ,"2,325,228","9,395",2,Serviced Apartment,non-chain,5/9/2016,9/10/2016,11/10/2016
510,  162.95 ,"180,880","9,395",4,Hotel,non-chain,5/9/2016,22/10/2016,24/10/2016
511,  84.04 ,"297,356","9,395",3,Hotel,non-chain,5/9/2016,9/10/2016,12/10/2016
512,  83.20 ,"1,130,156","9,395",2.5,Hotel,non-chain,5/9/2016,2/11/2016,3/11/2016
513,  63.10 ,"461,084","9,395",3,Hotel,non-chain,5/9/2016,6/10/2016,8/10/2016
514,  20.58 ,"2,356,648","9,395",3,Hostel,non-chain,5/9/2016,27/10/2016,28/10/2016
515,  49.86 ,"197,996","9,395",3.5,Hotel,non-chain,5/9/2016,1/10/2016,2/10/2016
516,  73.65 ,"508,000","9,395",3.5,Hotel,non-chain,5/9/2016,7/10/2016,9/10/2016
517,  102.62 ,"824,942","9,395",3.5,Serviced Apartment,non-chain,5/9/2016,29/10/2016,30/10/2016
518,  217.40 ,"180,052","9,395",5,Hotel,chain,5/9/2016,8/10/2016,10/10/2016
519,  69.32 ,"788,970","9,395",3,Guest House / Bed & Breakfast,non-chain,5/9/2016,15/10/2016,16/10/2016
520,  47.62 ,"526,414","9,395",2.5,Hotel,non-chain,5/9/2016,1/10/2016,3/10/2016
521,  59.37 ,"508,000","9,395",3.5,Hotel,non-chain,5/9/2016,7/10/2016,9/10/2016
522,  61.24 ,"2,314,990","9,395",2.5,Hostel,non-chain,5/9/2016,8/10/2016,10/10/2016
523,  90.72 ,"21,378","9,395",4,Hotel,non-chain,5/9/2016,7/10/2016,9/10/2016
524,  60.91 ,"198,004","9,395",3,Hotel,non-chain,5/9/2016,1/10/2016,4/10/2016
525,  53.26 ,"475,438","9,395",3,Hotel,non-chain,5/9/2016,16/10/2016,17/10/2016
526,  43.16 ,"197,996","9,395",3.5,Hotel,non-chain,5/9/2016,21/10/2016,22/10/2016
527,  127.76 ,"373,272","9,395",4.5,Hotel,chain,5/9/2016,5/10/2016,8/10/2016
528,  98.78 ,"297,388","9,395",2.5,Hotel,non-chain,5/9/2016,6/10/2016,7/10/2016
529,  41.98 ,"197,996","9,395",3.5,Hotel,non-chain,5/9/2016,8/10/2016,9/10/2016
530,  98.78 ,"297,388","9,395",2.5,Hotel,non-chain,5/9/2016,16/10/2016,18/10/2016
531,  56.57 ,"198,004","9,395",3,Hotel,non-chain,5/9/2016,4/10/2016,6/10/2016
532,  56.57 ,"198,004","9,395",3,Hotel,non-chain,5/9/2016,4/10/2016,6/10/2016
533,  39.76 ,"197,996","9,395",3.5,Hotel,non-chain,5/9/2016,4/10/2016,5/10/2016
534,  98.78 ,"297,388","9,395",2.5,Hotel,non-chain,6/9/2016,12/10/2016,14/10/2016
